address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"4349 San Pablo Ave Emeryville, CA 94608",37.833936,-122.281075,1,rooftop,4349,"San Pablo Ave",,,Emeryville,CA,"Alameda County",94608,US,Alameda
"1010 N El Camino Real Encinitas, CA 92024",33.063162,-117.264854,1,rooftop,1010,"N El Camino Real N",,,Encinitas,CA,"San Diego County",92024,US,"San Diego Geographic Information Source - JPA"
"129 N El Camino Real Encinitas, CA 92024",33.04718,-117.25942,1,range_interpolation,129,"N El Camino Real",,,Encinitas,CA,"San Diego County",92024,US,"TIGER/Line® dataset from the US Census Bureau"
"455 Encinitas Blvd. Encinitas, CA 92024",33.046398,-117.282055,1,rooftop,455,"Encinitas Blvd",,,Encinitas,CA,"San Diego County",92024,US,"San Diego Geographic Information Source - JPA"
"17401 Ventura Blvd, Unit A1 Encino, CA 91316",34.161356,-118.511891,1,rooftop,17401,"Ventura Blvd",Ste,A1,Encino,CA,"Los Angeles County",91316,US,"Los Angeles"
"16461 Ventura Blvd. Encino, CA 91436",34.157723,-118.491986,1,rooftop,16461,"Ventura Blvd",,,Encino,CA,"Los Angeles County",91436,US,"Los Angeles"
"17320 Ventura Blvd. Encino, CA 91316",34.160782,-118.510689,1,rooftop,17320,"Ventura Blvd",,,Encino,CA,"Los Angeles County",91316,US,"Los Angeles"
"1280 Auto Park Way Escondido, CA 92029",33.11376,-117.099775,1,rooftop,1280,"Auto Park Way",,,Escondido,CA,"San Diego County",92029,US,"San Diego Geographic Information Source - JPA"
"280 E Via Rancho Pkwy Escondido, CA 92025",33.069656,-117.066083,1,rooftop,280,"E Via Rancho Pkwy",,,Escondido,CA,"San Diego County",92025,US,"San Diego Geographic Information Source - JPA"
"318 W El Norte Parkway Escondido, CA 92026",33.140797,-117.094406,1,range_interpolation,318,"W El Norte Pkwy",,,Escondido,CA,"San Diego County",92026,US,"TIGER/Line® dataset from the US Census Bureau"
"2427 E. Valley Pkwy Escondido, CA 92027",33.140696,-117.041719,1,rooftop,2427,"E Valley Pkwy",,,Escondido,CA,"San Diego County",92027,US,"San Diego Geographic Information Source - JPA"
"1655 S. Centre City Pkwy. Escondido, CA 92025",33.103987,-117.076266,1,range_interpolation,1655,"S Centre City Pkwy",,,Escondido,CA,"San Diego County",92025,US,"TIGER/Line® dataset from the US Census Bureau"
"1560 W Valley Pkwy Escondido, CA 92029",33.108679,-117.105026,1,rooftop,1560,"W Valley Pkwy W",,,Escondido,CA,"San Diego County",92029,US,"San Diego Geographic Information Source - JPA"
"2525 4th St Eureka, CA 95501",40.805902,-124.144274,1,rooftop,2525,"4th St",,,Eureka,CA,"Humboldt County",95501,US,"City of Eureka"
"800 W Harris St Ste 20 Eureka, CA 95503",40.781884,-124.179498,1,rooftop,800,"W Harris St",Ste,20,Eureka,CA,"Humboldt County",95503,US,"City of Eureka"
"1105 Myrtle Ave Eureka, CA 95501",40.800032,-124.147507,1,rooftop,1105,"Myrtle Ave",,,Eureka,CA,"Humboldt County",95501,US,Humboldt
"2059 Cadenasso Dr Fairfield, CA 94533",38.246453,-122.068777,1,rooftop,2059,"Cadenasso Dr",,,Fairfield,CA,"Solano County",94533,US,Solano
"5059 Business Center Dr Fairfield, CA 94534",38.215674,-122.141313,1,rooftop,5059,"Business Center Dr",,,Fairfield,CA,"Solano County",94534,US,Solano
"300 Travis Blvd Fairfield, CA 94533",38.258886,-122.036047,1,rooftop,300,"Travis Blvd",,,Fairfield,CA,"Solano County",94533,US,Solano
"3340 N Texas St Fairfield, CA 94533",38.291321,-122.033394,1,rooftop,3340,"N Texas St",,,Fairfield,CA,"Solano County",94533,US,Solano
"5420 Dewey Dr Fair Oaks, CA 95628",38.664405,-121.307181,1,rooftop,5420,"Dewey Dr",,,"Fair Oaks",CA,"Sacramento County",95628,US,Sacramento
"8101 Greenback Ln. Fair Oaks, CA 95628",38.679437,-121.261687,1,rooftop,8101,"Greenback Ln",,,"Fair Oaks",CA,"Sacramento County",95628,US,Sacramento
"1101 S. Mission Rd. Fallbrook, CA 92028",33.372387,-117.254159,1,rooftop,1101,"S Mission Rd",,,Fallbrook,CA,"San Diego County",92028,US,"San Diego Geographic Information Source - JPA"
"6247 Graham Hill Rd Felton, CA 95018",37.051416,-122.068974,1,range_interpolation,6247,"Graham Hill Rd",,,Felton,CA,"Santa Cruz County",95018,US,"TIGER/Line® dataset from the US Census Bureau"
"328 Central Avenue Fillmore, CA 93015",34.399629,-118.913212,1,rooftop,328,"Central Ave",,,Fillmore,CA,"Ventura County",93015,US,Ventura
"430 Blue Ravine Rd Folsom, CA 95630",38.671473,-121.152337,1,rooftop,430,"Blue Ravine Rd",,,Folsom,CA,"Sacramento County",95630,US,Sacramento
"2790 E Bidwell St Folsom, CA 95630",38.655701,-121.119318,1,rooftop,2790,"E Bidwell St",,,Folsom,CA,"Sacramento County",95630,US,Sacramento
"1005 E Bidwell St Folsom, CA 95630",38.668358,-121.155994,1,rooftop,1005,"E Bidwell St",,,Folsom,CA,"Sacramento County",95630,US,Sacramento
"9479 Madison Ave Folsom, CA 95630",38.677428,-121.197457,1,rooftop,9479,"Madison Ave",,,Folsom,CA,"Sacramento County",95630,US,Sacramento
"16049 Baseline Avenue #1 Fontana, CA 92336",34.121541,-117.463219,0.9,range_interpolation,16049,"Baseline Ave",Unit,1,Fontana,CA,"San Bernardino County",92336,US,"TIGER/Line® dataset from the US Census Bureau"
"16964 Slover Ave Fontana, CA 92337",34.064884,-117.434256,1,rooftop,16964,"Slover Ave",,,Fontana,CA,"San Bernardino County",92337,US,"San Bernardino"
"15272 Summit Ave Fontana, CA 92336",34.152223,-117.472438,1,rooftop,15272,"Summit Ave",,,Fontana,CA,"San Bernardino County",92336,US,"San Bernardino"
"15286 Summit Ave. Fontana, CA 92336",34.15026,-117.46953,1,range_interpolation,15286,"Summit Ave",,,Fontana,CA,"San Bernardino County",92336,US,"TIGER/Line® dataset from the US Census Bureau"
"9840 Sierra Ave. Fontana, CA 92335",34.075036,-117.435832,1,range_interpolation,9840,"Sierra Ave",,,Fontana,CA,"San Bernardino County",92335,US,"TIGER/Line® dataset from the US Census Bureau"
"26762 Portola Pkwy Foothill Ranch, CA 92610",33.676525,-117.664185,1,rooftop,26762,"Portola Pkwy",,,"Foothill Ranch",CA,"Orange County",92610,US,"City of Lake Forest"
"26686 Portola Pkwy, Portola Parkway And Bake Foothill Ranch, CA 92610",33.680061,-117.666744,1,rooftop,26686,"Portola Pkwy",,,"Foothill Ranch",CA,"Orange County",92610,US,"City of Lake Forest"
"150 S Main St Fort Bragg, CA 95437",39.440821,-123.805395,1,rooftop,150,"S Main St",,,"Fort Bragg",CA,"Mendocino County",95437,US,Mendocino
"987 E Hillsdale Blvd Foster City, CA 94404",37.557461,-122.274244,1,rooftop,987,"E Hillsdale Blvd",,,"Foster City",CA,"San Mateo County",94404,US,"San Mateo"
"17136 Magnolia St. Fountain Valley, CA 92708",33.714154,-117.971098,1,rooftop,17136,"Magnolia St",,,"Fountain Valley",CA,"Orange County",92708,US,Orange
"111 E Merced St Fowler, CA 93625",36.629903,-119.67935,1,rooftop,111,"E Merced St",,,Fowler,CA,"Fresno County",93625,US,Fresno
"43950 Pacific Commons Blvd Fremont, CA 94538",37.501769,-121.968388,1,rooftop,43950,"Pacific Commons Blvd",,,Fremont,CA,"Alameda County",94538,US,Alameda
"2000 Driscoll Rd Fremont, CA 94539",37.541022,-121.946553,1,rooftop,2000,"Driscoll Rd",,,Fremont,CA,"Alameda County",94539,US,Alameda
"4020 Fremont Hub Fremont, CA 94538",37.547125,-121.988202,1,rooftop,4020,"Fremont Hub",,,Fremont,CA,"Alameda County",94538,US,Alameda
"46445 Mission Blvd Fremont, CA 94539",37.492131,-121.927427,1,rooftop,46445,"Mission Blvd",,,Fremont,CA,"Alameda County",94539,US,Alameda
"35720 Fremont Blvd Fremont, CA 94536",37.567726,-122.024537,1,rooftop,35720,"Fremont Blvd",,,Fremont,CA,"Alameda County",94536,US,Alameda
"4077 W Clinton Ave Fresno, CA 93722",36.771037,-119.864756,1,rooftop,4077,"W Clinton Ave",,,Fresno,CA,"Fresno County",93722,US,Fresno
"728 W Shaw Ave Fresno, CA 93704",36.809963,-119.806483,1,rooftop,728,"W Shaw Ave",,,Fresno,CA,"Fresno County",93704,US,Fresno
"7096 N West Ave Fresno, CA 93711",36.830336,-119.82824,0.33,place,,,,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"1302 Fulton Mall Fresno, CA 93721",36.737451,-119.793251,1,rooftop,1302,"Fulton St",,,Fresno,CA,"Fresno County",93721,US,Fresno
"3011 E Shields Ave Fresno, CA 93726",36.7802,-119.774437,1,rooftop,3011,"E Shields Ave",,,Fresno,CA,"Fresno County",93726,US,Fresno
"4987 N. Fresno St. Fresno, CA 93726",36.808179,-119.78174,1,rooftop,4987,"N Fresno St",,,Fresno,CA,"Fresno County",93726,US,Fresno
"5180 E. Kings Canyon Road Fresno, CA 93727",36.734882,-119.719112,1,rooftop,5180,"E Kings Canyon Rd",,,Fresno,CA,"Fresno County",93727,US,Fresno
"6750 N Cedar Ave Fresno, CA 93710",36.83668,-119.753052,1,rooftop,6750,"N Cedar Ave",,,Fresno,CA,"Fresno County",93710,US,Fresno
"5995 East Kings Canyon Rd Fresno, CA 93727",36.737475,-119.682959,1,rooftop,5995,"E Kings Canyon Rd",,,Fresno,CA,"Fresno County",93727,US,Fresno
"1113 E Champlain Dr Fresno, CA 93720",36.870866,-119.763977,1,rooftop,1113,"E Champlain Dr",,,Fresno,CA,"Fresno County",93720,US,Fresno
"3150 W Shaw Ave Fresno, CA 93711",36.809639,-119.847847,1,rooftop,3150,"W Shaw Ave",,,Fresno,CA,"Fresno County",93711,US,Fresno
"6720 N. Fresno St. Fresno, CA 93710",36.836837,-119.780725,1,rooftop,6720,"N Fresno St",,,Fresno,CA,"Fresno County",93710,US,Fresno
"7600 N Blackstone Ave Fresno, CA 93720",36.847058,-119.786603,1,rooftop,7600,"N Blackstone Ave",,,Fresno,CA,"Fresno County",93720,US,Fresno
"5740 N Blackstone Ave Fresno, CA 93710",36.821966,-119.787846,1,rooftop,5740,"N Blackstone Ave",,,Fresno,CA,"Fresno County",93710,US,Fresno
"1325 W. Shields Ave. Fresno, CA 93705",36.778747,-119.827187,1,rooftop,1325,"W Shields Ave",,,Fresno,CA,"Fresno County",93705,US,Fresno
"6800 N Milburn Ave Fresno, CA 93722",36.836588,-119.878536,1,rooftop,6800,"N Milburn Ave",,,Fresno,CA,"Fresno County",93722,US,Fresno
"3173 E Shields Ave Fresno, CA 93726",36.7798,-119.770981,1,rooftop,3173,"E Shields Ave",,,Fresno,CA,"Fresno County",93726,US,Fresno
"6655 North Riverside Dr Fresno, CA 93722",36.834247,-119.912494,1,rooftop,6655,"N Riverside Dr",,,Fresno,CA,"Fresno County",93722,US,Fresno
"1893 W Malvern Ave Fullerton, CA 92833",33.879889,-117.96116,1,rooftop,1893,"W Malvern Ave",,,Fullerton,CA,"Orange County",92833,US,"City of Fullerton"
"200 W Orangethorpe Ave Fullerton, CA 92832",33.858182,-117.926915,1,rooftop,200,"W Orangethorpe Ave",,,Fullerton,CA,"Orange County",92832,US,"City of Fullerton"
"2200 N. Harbor Blvd. (nec) Fullerton, CA 92835",33.89611,-117.928502,1,rooftop,2200,"N Harbor Blvd",,,Fullerton,CA,"Orange County",92835,US,Orange
"455 North State College Boulevard Fullerton, CA 92831",33.873796,-117.890572,1,rooftop,455,"N State College Blvd",,,Fullerton,CA,"Orange County",92831,US,"City of Fullerton"
"1823 West Orangethorpe Avenue Fullerton, CA 92833",33.860078,-117.960856,1,rooftop,1823,"W Orangethorpe Ave",,,Fullerton,CA,"Orange County",92833,US,"City of Fullerton"
"1063 C St Galt, CA 95632",38.254018,-121.296406,1,rooftop,1063,"C St",,,Galt,CA,"Sacramento County",95632,US,Sacramento
"2169 W Redondo Beach Blvd Gardena, CA 90247",33.886983,-118.316107,1,rooftop,2169,"W Redondo Beach Blvd",,,Gardena,CA,"Los Angeles County",90247,US,"Los Angeles"
"15700 South Western Avenue Gardena, CA 90247",33.888021,-118.308549,1,rooftop,15700,"S Western Ave",,,Gardena,CA,"Los Angeles County",90247,US,"Los Angeles"
"12100 Harbor Blvd Garden Grove, CA 92840",33.786518,-117.913691,1,rooftop,12100,"Harbor Blvd",,,"Garden Grove",CA,"Orange County",92840,US,Orange
"13831 Brookhurst St Garden Grove, CA 92843",33.761823,-117.956442,1,rooftop,13831,"Brookhurst St",,,"Garden Grove",CA,"Orange County",92843,US,"City of Garden Grove"
"12031 Brookhurst Street Garden Grove, CA 92840",33.788106,-117.959551,1,rooftop,12031,"Brookhurst St",,,"Garden Grove",CA,"Orange County",92840,US,"City of Garden Grove"
"6705 Camino Arroyo Gilroy, CA 95020",37.000013,-121.554758,1,rooftop,6705,"Camino Arroyo",,,Gilroy,CA,"Santa Clara County",95020,US,"Santa Clara"
"800 First St. Gilroy, CA 95020",37.013112,-121.587307,1,rooftop,800,"1st St",,,Gilroy,CA,"Santa Clara County",95020,US,"Santa Clara"
"125 N. Central Avenue Glendale, CA 91203",34.14767,-118.258259,1,rooftop,125,"N Central Ave",,,Glendale,CA,"Los Angeles County",91203,US,"Los Angeles"
"2195 Glendale Galleria Glendale, CA 91210",34.143076,-118.258638,1,rooftop,2195,"Glendale Galleria",,,Glendale,CA,"Los Angeles County",91210,US,"Los Angeles"
"1122 East Broadway, 1122 East Broadway Glendale, CA 91205",34.145799,-118.240449,1,rooftop,1122,"E Broadway",,1122,Glendale,CA,"Los Angeles County",91205,US,"Los Angeles"
"3943 San Fernando Rd. Glendale, CA 91204",34.127927,-118.259395,1,rooftop,3943,"San Fernando Rd",,,Glendale,CA,"Los Angeles County",91204,US,"Los Angeles"
"435 East Arrow Hwy Glendora, CA 91740",34.107814,-117.855935,1,rooftop,435,"E Arrow Hwy",,,Glendora,CA,"Los Angeles County",91740,US,"Los Angeles"
"130 N Grand Ave Glendora, CA 91741",34.136827,-117.87054,1,rooftop,130,"N Grand Ave",,,Glendora,CA,"Los Angeles County",91741,US,"Los Angeles"
"7030 Hollister Avenue Goleta, CA 93117",34.430262,-119.876352,1,range_interpolation,7030,"Hollister Ave",,,Goleta,CA,"Santa Barbara County",93117,US,"TIGER/Line® dataset from the US Census Bureau"
"6865 Hollister Ave Goleta, CA 93117",34.429226,-119.867795,1,rooftop,6865,"Hollister Ave",,,Goleta,CA,"Santa Barbara County",93117,US,"Santa Barbara"
"5875 Calle Real Goleta, CA 93117",34.440804,-119.828002,0.86,nearest_rooftop_match,5897,"Calle Real",,,Goleta,CA,"Santa Barbara County",93117,US,"Santa Barbara"
"189 South Turnpike Road Goleta, CA 93111",34.436964,-119.789209,0.9,range_interpolation,189,"S Turnpike Rd",,,"Santa Barbara",CA,"Santa Barbara County",93111,US,"TIGER/Line® dataset from the US Census Bureau"
"11900 Balboa Blvd Granada Hills, CA 91344",34.286258,-118.501503,1,rooftop,11900,"Balboa Blvd",,,"Granada Hills",CA,"Los Angeles County",91344,US,"Los Angeles"
"11133 Balboa Blvd Granada Hills, CA 91344",34.273048,-118.502538,1,rooftop,11133,"Balboa Blvd",,,"Granada Hills",CA,"Los Angeles County",91344,US,"Los Angeles"
"10208 Balboa Blvd. Granada Hills, CA 91344",34.256061,-118.502151,1,rooftop,10208,"Balboa Blvd",,,"Granada Hills",CA,"Los Angeles County",91344,US,"Los Angeles"
"18020 Chatsworth St Granada Hills, CA 91344",34.264736,-118.524727,1,rooftop,18020,"Chatsworth St",,,"Granada Hills",CA,"Los Angeles County",91344,US,"Los Angeles"
"12071 Mt. Vernon Ave, Grand Terrace, CA 92313",34.034377,-117.313007,1,rooftop,12071,"Mt Vernon Ave",,,"Grand Terrace",CA,"San Bernardino County",92313,US,"San Bernardino"
"8455 Auburn Folsom Rd Granite Bay, CA 95746",38.744403,-121.170045,1,rooftop,8455,"Auburn Folsom Rd",,,"Granite Bay",CA,"Placer County",95746,US,Placer
"1005 Sutton Way Grass Valley, CA 95945",39.236617,-121.03292,1,rooftop,1005,"Sutton Way",,,"Grass Valley",CA,"Nevada County",95945,US,Nevada
"330 Bon Air Shopping Ctr Greenbrae, CA 94904",37.945578,-122.522587,1,rooftop,330,"Bon Air Ctr",,,Greenbrae,CA,"Marin County",94904,US,Marin
"260 Spruce St Gridley, CA 95948",39.367413,-121.690391,1,rooftop,260,"Spruce St",,,Gridley,CA,"Butte County",95948,US,Butte
"2141 South Hacienda Boulevard Hacienda Heights, CA 91745",33.995147,-117.969134,1,rooftop,2141,"S Hacienda Blvd",,,"Hacienda Heights",CA,"Los Angeles County",91745,US,"Los Angeles"
"60 Cabrillo Hwy N Half Moon Bay, CA 94019",37.483511,-122.446419,0.6,street_center,,"Cabrillo Hwy N",,,"Half Moon Bay",CA,"San Mateo County",94019,US,"TIGER/Line® dataset from the US Census Bureau"
"140 N 12th Ave Hanford, CA 93230",36.323932,-119.675998,1,rooftop,140,"N 12th Ave",,,Hanford,CA,"Kings County",93230,US,Kings
"574 W. Lacey Blvd. Hanford, CA 93230",36.328263,-119.654643,1,rooftop,574,"W Lacey Blvd",,,Hanford,CA,"Kings County",93230,US,Kings
"2539 N 11th Ave Hanford, CA 93230",36.357682,-119.654621,1,rooftop,2539,"N 11th Ave",,,Hanford,CA,"Kings County",93230,US,Kings
"12221 Carson Street Hawaiian Gardens, CA 90716",33.831959,-118.070922,1,rooftop,12221,"Carson St",,,"Hawaiian Gardens",CA,"Los Angeles County",90716,US,"Los Angeles"
"2700 W 120th St Hawthorne, CA 90250",33.922107,-118.321469,1,rooftop,2700,"W 120th St",,,Hawthorne,CA,"Los Angeles County",90250,US,"Los Angeles"
"4775 W. Rosecrans Ave. Hawthorne, CA 90250",33.902165,-118.360967,1,rooftop,4775,"W Rosecrans Ave",,,Hawthorne,CA,"Los Angeles County",90250,US,"Los Angeles"
"3880 W. Rosecrans Blvd Hawthorne, CA 90250",33.901764,-118.340964,1,range_interpolation,3880,"W Rosecrans Ave",,,Hawthorne,CA,"Los Angeles County",90250,US,"TIGER/Line® dataset from the US Census Bureau"
"11831 Hawthorne Boulevard Hawthorne, CA 90250",33.926681,-118.353912,1,rooftop,11831,"Hawthorne Blvd",,,Hawthorne,CA,"Los Angeles County",90250,US,"Los Angeles"
"26059 Mission Blvd. Hayward, CA 94544",37.651305,-122.067717,1,rooftop,26059,"Mission Blvd",,,Hayward,CA,"Alameda County",94544,US,Alameda
"2499 Whipple Rd Hayward, CA 94544",37.607436,-122.06206,1,rooftop,2499,"Whipple Rd",,,Hayward,CA,"Alameda County",94544,US,Alameda
"19661 Hesperian Blvd Hayward, CA 94541",37.666172,-122.120251,1,rooftop,19661,"Hesperian Blvd",,,Hayward,CA,"Alameda County",94541,US,Alameda
"22501 Foothill Blvd Hayward, CA 94541",37.674813,-122.082034,1,rooftop,22501,"Foothill Blvd",,,Hayward,CA,"Alameda County",94541,US,Alameda
"243 W Jackson St Hayward, CA 94544",37.652302,-122.091185,1,rooftop,243,"W Jackson St",,,Hayward,CA,"Alameda County",94544,US,Alameda
"455 Center St Healdsburg, CA 95448",38.613995,-122.87085,1,rooftop,455,"Center St",,,Healdsburg,CA,"Sonoma County",95448,US,Sonoma
"3527 W Florida Ave Hemet, CA 92545",33.745359,-117.009047,1,rooftop,3527,"W Florida Ave",,,Hemet,CA,"Riverside County",92545,US,Riverside
"110 E Stetson Ave Hemet, CA 92543",33.730887,-116.97112,1,rooftop,110,"E Stetson Ave",,,Hemet,CA,"Riverside County",92543,US,Riverside
"1003 E. Devonshire Ave. Hemet, CA 92543",33.750953,-116.961616,1,rooftop,1003,"E Devonshire Ave",,,Hemet,CA,"Riverside County",92543,US,Riverside
"3055 W Florida Ave Hemet, CA 92545",33.745647,-117.004405,1,rooftop,3055,"W Florida Ave",,,Hemet,CA,"Riverside County",92545,US,Riverside
"43418 State Highway 74 Hemet, CA 92544",33.617074,-116.786275,0.33,place,,,,,Hemet,CA,"Riverside County",92544,US,"TIGER/Line® dataset from the US Census Bureau"
"155 Pacific Coast Highway Hermosa Beach, CA 90254",33.856114,-118.391001,1,rooftop,155,"Pacific Coast Hwy",,,"Hermosa Beach",CA,"Los Angeles County",90254,US,"Los Angeles"
"711 Pier Avenue Hermosa Beach, CA 90254",33.86577,-118.394033,1,rooftop,711,"Pier Ave",,,"Hermosa Beach",CA,"Los Angeles County",90254,US,"City of Hermosa Beach"
"12795 Main St Hesperia, CA 92345",34.424797,-117.384137,1,rooftop,12795,"Main St",,,Hesperia,CA,"San Bernardino County",92345,US,"San Bernardino"
"16975 Bear Valley Rd. Hesperia, CA 92345",34.470366,-117.293385,1,rooftop,16975,"Bear Valley Rd",,,Hesperia,CA,"San Bernardino County",92345,US,"San Bernardino"
"27310 Baseline Highland, CA 92346",34.121747,-117.208183,1,rooftop,27310,"Baseline Ave",,,Highland,CA,"San Bernardino County",92346,US,"San Bernardino"
"7241 Boulder Ave Highland, CA 92346",34.122157,-117.195394,1,range_interpolation,7241,"Boulder Ave",,,Highland,CA,"San Bernardino County",92346,US,"TIGER/Line® dataset from the US Census Bureau"
"1790 Airline Hwy Hollister, CA 95023",36.83528,-121.388805,1,rooftop,1790,"Airline Hwy",,,Hollister,CA,"San Benito County",95023,US,"San Benito"
"1747 North Cahuenga Boulevard Hollywood, CA 90028",34.1031,-118.32972,1,rooftop,1747,"N Cahuenga Blvd",,,"Los Angeles",CA,"Los Angeles County",90028,US,"City of Los Angeles"
"861 North Vine Street Hollywood, CA 90038",34.08669,-118.32681,1,rooftop,861,"N Vine St",,,"Los Angeles",CA,"Los Angeles County",90038,US,"City of Los Angeles"
"9882 Adams Ave Huntington Beach, CA 92646",33.671168,-117.955626,1,rooftop,9882,"Adams Ave",,,"Huntington Beach",CA,"Orange County",92646,US,Orange
"18872 Beach Blvd. Huntington Beach, CA 92648",33.688278,-117.988142,1,rooftop,18872,"Beach Blvd",,,"Huntington Beach",CA,"Orange County",92648,US,Orange
"16961 Beach Boulevard Huntington Beach, CA 92647",33.716014,-117.989542,1,rooftop,16961,"Beach Blvd",,,"Huntington Beach",CA,"Orange County",92647,US,"City of Huntington Beach"
"155 5th St., Suite 175 Huntington Beach, CA 92648",33.6587,-118.002788,1,rooftop,155,"5th St",Ste,175,"Huntington Beach",CA,"Orange County",92648,US,"City of Huntington Beach"
